record_id,title,abstract,label_included,label_abstract_screening,duplicate_record_id
1622,Screening Surgeons for HIV Infection: A Cost-effectiveness Analysis,"OBJECTIVE. To determine the cost-effectiveness of a policy to screen surgeons for human immunodeficiency virus (HIV) infection to prevent transmission of HIV to patients having invasive procedures. DESIGN:  Cost-effectiveness analysis. RESULTS:  A one-time national screening program would identify approximately 137 surgeons with HIV infection (range, 28 to 423 surgeons) and would prevent approximately 4.3 infections (range, 1.9 to 21.3 infections) in patients treated by infected surgeons and 0.9 infections (range, 0 to 12.9 infections) in sexual partners of infected surgeons at a direct cost of $8.1 million and an induced cost of approximately $44 million. It would result in expenditures of $458,000 per year of life saved (range, $147,000 to $687,000 per year of life saved), whereas an annual screening program would result in expenditures of approximately $1.1 million per year of life saved (range, $338,000 to $1,886,000 per year of life saved). If the prevalence of HIV infection in surgeons is estimated to be three times our base-case estimate (an increase from 0.1% to 0.3%), annual screening would result in expenditures of approximately $741,000 per year of life saved. If the probability of seroconversion after a patient is exposed to a contaminated instrument is increased to 5.0% from our base-case estimate of 0.29%, an annual screening program would still cost more than $228,000 per year of life saved. CONCLUSION:  Screening surgeons for HIV to prevent transmission of HIV to patients having invasive procedures requires expenditures per year of life saved that are considerably in excess of those of most accepted health interventions. Surveillance studies of patients treated by surgeons infected with HIV should be continued to confirm that transmission of HIV to patients having invasive procedures is rare.",0,1,
1623,"Screening, isolation, and decolonisation strategies in the control of meticillin resistant Staphylococcus aureus in intensive care units: cost effectiveness evaluation","OBJECTIVE To assess the cost effectiveness of screening, isolation, and decolonisation strategies in the control of meticillin resistant Staphylococcus aureus (MRSA) in intensive care units. DESIGN Economic evaluation based on a dynamic transmission model. SETTING England and Wales. Population Theoretical population of patients on an intensive care unit. MAIN OUTCOME MEASURES Infections, deaths, costs, quality adjusted life years (QALYs), incremental cost effectiveness ratios for alternative strategies, and net monetary benefits. RESULTS All decolonisation strategies improved health outcomes and reduced costs. Although universal decolonisation (regardless of MRSA status) was the most cost effective in the short term, strategies using screening to target MRSA carriers may be preferred owing to the reduced risk of selecting for resistance. Among such targeted strategies, universal admission and weekly screening with polymerase chain reaction coupled with decolonisation using nasal mupirocin was the most cost effective. This finding was robust to the size of intensive care units, prevalence of MRSA on admission, proportion of patients classified as high risk, and precise value of willingness to pay for health benefits. All strategies using isolation but not decolonisation improved health outcomes but costs were increased. When the prevalence of MRSA on admission to the intensive care unit was 5% and the willingness to pay per QALY gained was between Â£20,000 (â‚¬23,000"";"" $32,000) and Â£30,000, the best such strategy was to isolate only those patients at high risk of carrying MRSA (either pre-emptively or after identification by admission and weekly screening for MRSA using chromogenic agar). Universal admission and weekly screening using polymerase chain reaction based detection of MRSA coupled with isolation was unlikely to be cost effective unless prevalence was high (10% of patients colonised with MRSA on admission). CONCLUSIONS MRSA control strategies that use decolonisation are likely to be cost saving in an intensive care unit setting provided resistance is lacking, and combining universal screening using polymerase chain reaction with decolonisation is likely to represent good value for money if untargeted decolonisation is considered unacceptable. In intensive care units where decolonisation is not implemented, evidence is insufficient to support universal screening for MRSA outside high prevalence settings.",0,0,
1624,Secondary prevention after minor stroke and TIA - usual care and development of a support program,"BACKGROUND: Effective methods of secondary prevention after stroke or TIA are available but adherence to recommended evidence-based treatments is often poor. The study aimed to determine the quality of secondary prevention in usual care and to develop a stepwise modeled support program. METHODS: Two consecutive cohorts of patients with acute minor stroke or TIA undergoing usual outpatient care versus a secondary prevention program were compared. Risk factor control and medication adherence were assessed in 6-month follow-ups (6M-FU). Usual care consisted of detailed information concerning vascular risk factor targets given at discharge and regular outpatient care by primary care physicians. The stepwise modeled support program additionally employed up to four outpatient appointments. A combination of educational and behavioral strategies was employed. RESULTS: 168 patients in the observational cohort who stated their openness to participate in a prevention program (mean age 64.7 y, admission blood pressure (BP): 155/84 mmHg) and 173 patients participating in the support program (mean age 67.6 y, BP: 161/84 mmHg) were assessed at 6 months. Proportions of patients with BP according to guidelines were 50% in usual-care and 77% in the support program (p<0.01). LDL<100 mg/dl was measured in 62 versus 71% (p = 0.12). Proportions of patients who stopped smoking were 50 versus 79% (p<0.01). 72 versus 89% of patients with atrial fibrillation were on oral anticoagulation (p = 0.09). CONCLUSIONS: Risk factor control remains unsatisfactory in usual care. Targets of secondary prevention were met more often within the supported cohort. Effects on (cerebro-)vascular recurrence rates are going to be assessed in a multicenter randomized trial.",0,0,
1625,Selective serotonin reuptake inhibitors (SSRIs) and routine specialist care with and without cognitive behaviour therapy in adolescents with major depression: randomised controlled trial,"OBJECTIVE To determine whether a combination of a selective serotonin reuptake inhibitor (SSRIs) and cognitive behaviour therapy (CBT) together with clinical care is more effective in the short term than an SSRI and clinical care alone in adolescents with moderate to severe major depression. DESIGN Pragmatic randomised controlled superiority trial. SETTING 6 outpatient clinics in Manchester and Cambridge. PARTICIPANTS 208 adolescents, aged 11-17, with moderate to severe major or probable major depression who had not responded to a brief initial intervention. Adolescents with suicidality, depressive psychosis, or conduct disorder were included. INTERVENTIONS 103 adolescents received an SSRI and routine care"";"" 105 received an SSRI, routine care, and CBT. The trial lasted 12 weeks, followed by a 16 week maintenance phase. MAIN OUTCOME MEASURES Change in score on the Health of the Nation outcome scales for children and adolescents (primary outcome) from baseline with 12 weeks as the primary and 28 weeks as the follow-up end point. Secondary measures were change in scores on the mood and feelings questionnaire, the revised children's depression rating scale, the children's global assessment scale, and the clinical global impression improvement scale. RESULTS At 12 weeks the treatment effect for the primary outcome was -0.64 (95% confidence interval -2.54 to 1.26, P=0.50). In a longitudinal analysis, there was no difference in effectiveness of treatment for the primary (average treatment effect 0.001, -1.52 to 1.52, P=0.99) or secondary outcome measures. On average there was a decrease in suicidal thoughts and self harm. There was no evidence of a protective effect of cognitive behaviour therapy on suicidal thinking or action. By 28 weeks, 57% were much or very much improved with 20% remaining unimproved. CONCLUSIONS For adolescents with moderate to severe major depression there is no evidence that the combination of CBT plus an SSRI in the presence of routine clinical care contributes to an improved outcome by 28 weeks compared with the provision of routine clinical care plus an SSRI alone. TRIAL REGISTRATION Current Controlled Trials ISRCNT 83809224.",0,0,
1626,Selective serotonin reuptake inhibitors in childhood depression: systematic review of published versus unpublished data,"BackgroundQuestions concerning the safety of selective serotonin reuptake inhibitors (SSRIs) in the treatment of depression in children led us to compare and contrast published and unpublished data on the risks and benefits of these drugs."";"" BackgroundQuestions concerning the safety of selective serotonin reuptake inhibitors (SSRIs) in the treatment of depression in children led us to compare and contrast published and unpublished data on the risks and benefits of these drugs.",0,0,
1627,Self-formulated conditional plans for changing health behaviour among healthcare consumers and health professionals.,"This is a protocol for a Cochrane Review (Intervention). The objectives are as follows:  Our primary objective is to assess the effects of self-formulated conditional plans to change the health-related behaviours of health consumers and healthcare professionals. Our secondary objective is to explore if the effects of self-formulated conditional plans are modified by: (i) the form of the plan (e.g., implementation intention, action plan, coping plan)""; (ii) fidelity to plan development (did the individual participate in its development as planned?); and, (iii) complexity of the targeted behaviour (e.g., number of actions required;"" regularity of the behaviour).",0,1,
1628,Self-help books for depression: how can practitioners and patients make the right choice?,"BACKGROUND: Depression is a common and important public health problem most often treated by GPs. A self-help approach is popular with patients, yet little is known about its effectiveness. AIM: Our primary aim was to review and update the evidence for the clinical effectiveness of bibliotherapy in the treatment of depression. Our secondary aim was to identify which of these self-help materials are generally available to buy and to examine the evidence specific to these publications. METHOD: Medline, CINAHL, EMBASE, PsycINFO, CCTR, PsiTri and the National Research Register were searched for randomised trials that evaluated self-help books for depression which included participants aged over 16 years with a diagnosis or symptoms of depression. Clinical symptoms, quality of life, costs or acceptability to users were the required outcome measures. Papers were obtained and data extracted independently by two researchers. A meta-analysis using a random effects model was carried out using the mean score and standard deviation of the Hamilton Rating Scale for Depression at the endpoint of the trial. RESULTS: Eleven randomised controlled trials were identified. None fulfilled CONSORT guidelines and all were small, with the largest trial having 40 patients per group. Nine of these evaluated two current publications, Managing Anxiety and Depression (UK) and Feeling Good (US). A meta-analysis of 6 trials evaluating Feeling Good found a large treatment effect compared to delayed treatment (standardised mean difference = -1.36"";"" 95% confidence interval [CI] = -1.76 to -0.96). Five self-help books were identified as being available and commonly bought by members of the public in addition to the two books that had been evaluated in trials. CONCLUSION: There are a number of self-help books for the treatment of depression readily available. For the majority, there is little direct evidence for their effectiveness. There is weak evidence that suggests that bibliotherapy, based on a cognitive behavioural therapy approach is useful for some people when they are given some additional guidance. More work is required in primary care to investigate the cost-effectiveness of self-help and the most suitable format and presentation of materials.",0,0,
1629,Self-management programmes for COPD: moving forward,"Self-management is of increasing importance in chronic obstructive pulmonary disease (COPD) management. However, there is confusion over what processes are involved, how the value of self-management should be determined, and about the research priorities. To gain more insight into and agreement about the content of programmes, outcomes, and future directions of COPD self-management, a group of interested researchers and physicians, all of whom had previously published on this subject and who had previously collaborated on other projects, convened a workshop. This article summarises their initial findings. Self-management programmes aim at structural behaviour change to sustain treatment effects after programmes have been completed. The programmes should include techniques aimed at behavioural change, be tailored individually, take the patient's perspective into account, and may vary with the course of the patient's disease and co-morbidities. Assessment should include process variables. This report is a step towards greater conformity in the field of self-management. To enhance clarity regarding effectiveness, future studies should clearly describe their intervention, be properly designed and powered, and include outcomes that focus more on the acquisition and practice of new skills. In this way more evidence and a better comprehension on self-management programmes will be obtained, and more specific formulation of guidelines on self-management made possible.",0,0,
1630,Self-reported use of personal protective equipment among Chinese critical care clinicians during 2009 H1N1 influenza pandemic,"BACKGROUND: Critically ill patients with 2009 H1N1 influenza are often treated in intensive care units (ICUs), representing significant risk of nosocomial transmission to critical care clinicians and other patients. Despite a large body of literature and guidelines recommending infection control practices, numerous barriers have been identified in ICUs, leading to poor compliance to the use of personal protective equipment (PPE). The use of PPE among critical care clinicians has not been extensively evaluated, especially during the pandemic influenza. This study examined the knowledge, attitudes, and self-reported behaviors, and barriers to compliance with the use of PPE among ICU healthcare workers (HCWs) during the pandemic influenza. METHODOLOGY/PRINCIPAL FINDINGS: A survey instrument consisting of 36 questions was developed and mailed to all HCWs in 21 ICUs in 17 provinces in China. A total of 733 physicians, nurses, and other professionals were surveyed, and 650 (88.7%) were included in the analysis. Fifty-six percent of respondents reported having received training program of pandemic influenza before they cared for H1N1 patients, while 77% reported to have adequate knowledge of self and patient protection. Only 18% of respondents were able to correctly identify all components of PPE, and 55% reported high compliance (>80%) with PPE use during patient care. In multivariate analysis, vaccination for 2009 H1N1 influenza, positive attitudes towards PPE use, organizational factors such as availability of PPE in ICU, and patient information of influenza precautions, as well as reprimand for noncompliance by the supervisors were associated with high compliance, whereas negative attitudes towards PPE use and violation of PPE use were independent predictors of low compliance. CONCLUSION/SIGNIFICANCE: Knowledge and self-reported compliance to recommended PPE use among Chinese critical care clinicians is suboptimal. The perceived barriers should be addressed in order to close the significant gap between perception and knowledge or behavior.",0,0,
1631,Self-reported versus actual test ordering behavior among primary care clinicians,"To determine the accuracy of clinician self-reports, 38 clinicians were surveyed in a university-based health maintenance organization (HMO) practice on their thyroid function testing (TFT) patterns one year after the distribution of an educational intervention (the intervention). The mean of the absolute difference between self-reported and actual test ordering rates was 12%"";"" the difference was greater than 20% for only 3 of 33 clinicians who ordered TFT for at least five patients during the study period. A strong association was found between self-reported change and the actual mean change in TFT postintervention ordering rates (p less than 0.0001). Results suggest that clinicians, at least in certain settings, can accurately estimate their utilization patterns and the effect of practice guidelines.",0,0,
1632,Self-reported violations during medication administration in two paediatric hospitals,"Content Violations of safety protocols are paths to adverse outcomes that have been poorly addressed by existing safety efforts. This study reports on nurses' self-reported violations in the medication administration process.  Objective To assess the extent of violations in the medication administration process among nurses.  Design, setting and participants Participants were 199 nurses from two US urban, academic, tertiary care, free-standing paediatric hospitals who worked in a paediatric intensive care unit (PICU), a haematology-oncology-transplant (HOT) unit or a medical-surgical (Med/Surg) unit. In a cross-sectional survey, nurses were asked about violations in routine or emergency situations in three steps of the medication administration process.  Main outcome measure Self-reported violations of three medication administration protocols were made using a seven-point 0–6 scale from ‘not at all’ to ‘a great deal’.  Results Analysis of variance identified that violation reports were highest for emergency situations, rather than for routine operations, highest by HOT unit nurses, followed by PICU nurses and then Med/Surg unit nurses, and highest during patient identification checking, followed by matching a medication to a medication administration record, and then documenting an administration. There was also a significant three-way interaction among violation situation, step in the process, and unit.  Conclusions Protocol violations occur throughout the medication administration process and their prevalence varies as a function of hospital unit, step in the process, and violation situation. Further research is required to determine whether these violations improve or worsen safety, and for those that worsen safety, how to redesign the system of administration to reduce the need to violate protocol to accomplish job tasks.",0,0,
1633,"Self-study from web-based and printed guideline materials. A randomized, controlled trial among resident physicians","BACKGROUND: On-line physician education is increasing, but its efficacy in comparison with existing self-study methods is unknown. OBJECTIVE: To compare knowledge, learning efficiency, and learner satisfaction produced by self-study of World Wide Web-based and print-based guidelines for care after acute myocardial infarction. DESIGN: Randomized, controlled trial. SETTING: 12 family medicine and internal medicine residency programs at four universities. PARTICIPANTS: 162 residents. INTERVENTIONS: In proctored sessions, participants were randomly assigned to study from printed materials or from SAGE (Self-Study Acceleration with Graphic Evidence), a Web-based tutorial system. Both methods used identical self-assessment questions and answers and guideline text, but SAGE featured hyperlinks to specific guideline passages and graphic evidence animations. MEASUREMENTS: Scores on multiple-choice knowledge tests, score gain per unit of study time, and ratings on a learner satisfaction scale. RESULTS: Immediate post-test scores on a 20-point scale were similar in the SAGE and control groups (median score, 15.0 compared with 14.5""; P>0.2), but SAGE users spent less time studying (median, 27.0 compared with 38.5 minutes; P<0.001) and therefore had greater learning efficiency (median score gain, 8.6 compared with 6.7 points per hour; P = 0.04). On a scale of 5 to 20, SAGE users were more satisfied with learning (median rating, 17.0 compared with 15.0; P<0.001). After 4 to 6 months, knowledge had decreased to the same extent in the SAGE and control groups (median score, 12.0 compared with 11.0;"" P = 0.12). CONCLUSIONS: On-line tutorials may produce greater learning efficiency and satisfaction than print materials do, but one self-study exposure may be insufficient for long-term knowledge retention. Further research is needed to identify instructional features that motivate greater final learning and retention.",0,1,
1634,Sertraline as monotherapy in the treatment of psychotic and nonpsychotic depression,"BACKGROUND: Previous studies suggest that selective serotonin reuptake inhibitors (SSRIs) are effective when used alone in the treatment of unipolar depression with psychotic features. The purpose of the present study was to examine the response to sertraline for patients with and without psychotic features using standard criteria such as recovery and remission. METHOD: An 8-week open-label trial of sertraline in depressed inpatients was conducted. Twenty-five subjects had DSM-IV major depressive disorder with psychotic features, and 25 had DSM-IV major depressive disorder without psychotic features. After a 1-week open washout, all subjects were rated using the Hamilton Rating Scale for Depression (HAM-D) and Brief Psychiatric Rating Scale (BPRS) at baseline. The HAM-D was administered weekly, and the BPRS was administered again only at the end of the 8-week trial. Medication dosage was started at 50 mg/day, increased to 100 mg/day after 1 week, and then increased up to 200 mg/day if subjects had not remitted. RESULTS: Depressed patients without psychosis responded significantly better than did depressed patients with psychosis using the criteria of remission (HAM-D score - 7""; p =.001), response (HAM-D score - 50% of baseline score; p =.011), referral for electroconvulsive therapy (HAM-D score >/= 15;"" p =.011), or change in HAM-D scores (p =.016). Baseline HAM-D score and psychosis independently predicted response, whereas baseline BPRS scores did not, regardless of whether psychotic status was entered into the analyses. CONCLUSION: Psychotic depression responds more poorly than depression without psychosis to sertraline alone. Psychosis was a predictor of response independent of degree of depression and general psychopathology. Limitations due to an open-label design are discussed, as are differences between this study and others using SSRIs for psychotic depression.",0,0,
1635,Services for children with developmental co-ordination disorder: an evaluation against best practice principles,"PURPOSE: The National Health Service in Scotland published a best practice framework to support occupational therapists and physiotherapists to deliver effective services for children with developmental co-ordination disorder (DCD)"";"" however, adherence is variable. To highlight areas for development, this study compared the care pathway within a paediatric DCD service against the NHS Scotland framework. METHODS: A partnership of researchers and clinicians based in the United Kingdom conducted a qualitative study with 37 participants (N = 13 interview participants, N = 24 workshop participants). In-depth interviews and/or workshops were used to map the DCD service against the NHS framework. Identified gaps were aligned with four key stages of the care pathway. Qualitative analysis software was used to analyse the data. RESULTS: Core principles to guide future development were identified for each phase of the pathway. These core principles related to the NHS framework and focused on issues such as involving the family, defining clear pathways and enhancing children's participation. Participants identified potential strategies for service improvement such as developing community-based interventions and information provision. CONCLUSION: Challenges when providing services for children with DCD include confusing service pathways and poor partnership working. It is, therefore, important that clinicians utilise collaborative working strategies that support children's participation. IMPLICATIONS FOR REHABILITATION: There are numerous challenges related to the implementation of best practice principles into the provision of therapy services for children with developmental coordination disorder (DCD). It is important that AHPs seek ways of engaging parents and educational professionals at all stages of the care pathway in order to ensure optimum service provision for the child. Addressing participation is an important aspect and community-based strategies may be particularly beneficial, both as a preventative activity and as an intervention approach.",0,0,
1636,Sex in the MD's office,"KIE: A case study explores the dilemma of a doctor confronted with a colleague's serious violation of professional norms. Dr. Jones, a psychiatrist, learns from a patient that she voluntarily is sexually involved with her internist, who has threatened to harm her if she takes action against him. Though distraught and suicidal, the woman insists on protecting the internist, and Jones must decide on his own what course to take. Shapiro, a psychiatrist, points out in her commentary that Jones's actions depend on those of his patient, to whom he has obligations of confidentiality. He also has moral and fraternal obligations toward his collegague that may involve contacting an impaired physicians committee. Morrow, a sociologist, aruges that Jones is morally and legally obligated to intervene to protect patients and the integrity of the medical profession. This intervention should probably take the form of notifying an agency that investigates problem doctors.",0,0,
1637,"Sex, stroke, and inflammation: The potential for estrogen-mediated immunoprotection in stroke.","Stroke is the third leading cause of death and the primary cause of disability in the developed world. Experimental and clinical data indicate that stroke is a sexually dimorphic disease, with males demonstrating an enhanced intrinsic sensitivity to ischemic damage throughout most of their lifespan. The neuroprotective role of estrogen in the female brain is well established, however, estrogen exposure can also be deleterious, especially in older women. The mechanisms for this remain unclear. Our current understanding is based on studies examining estrogen as it relates to neuronal injury, yet cerebral ischemia also induces a robust sterile inflammatory response involving local and systemic immune cells. Despite the potent anti-inflammatory effects of estrogen, few studies have investigated the contribution of estrogen to sex differences in the inflammatory response to stroke. This review examines the potential role for estrogen-mediated immunoprotection in ischemic injury. (PsycINFO Database Record (c) 2017 APA, all rights reserved)",0,0,
1638,"Sexual activity and counseling in the first month after acute myocardial infarction among younger adults in the United States and Spain: a prospective, observational study","BACKGROUND: United States and European cardiovascular society guidelines recommend physicians counsel patients about resuming sexual activity after acute myocardial infarction (AMI), but little is known about patients' experience with counseling about sexual activity after AMI. METHODS AND RESULTS: The prospective, longitudinal Variation in Recovery: Role of Gender on Outcomes of Young AMI Patients (VIRGO) study, conducted at 127 hospitals in the United States and Spain, was designed, in part, to evaluate gender differences in baseline sexual activity, function, and patient experience with physician counseling about sexual activity after an AMI. This study used baseline and 1-month data collected from the 2:1 sample of women (N=2349) and men (N=1152) ages 18 to 55 years with AMI. Median age was 48 years. Among those who reported discussing sexual activity with a physician in the month after AMI (12% of women, 19% of men), 68% were given restrictions: limit sex (35%), take a more passive role (26%), and/or keep the heart rate down (23%). In risk-adjusted analyses, factors associated with not discussing sexual activity with a physician included female gender (relative risk, 1.07""; 95% confidence interval, 1.03-1.11), age (relative risk, 1.05 per 10 years; 95% confidence interval, 1.02-1.08), and sexual inactivity at baseline (relative risk, 1.11; 95% confidence interval, 1.08-1.15). Among patients who received counseling, women in Spain were significantly more likely to be given restrictions than U.S. women (relative risk;"" 1.36, 95% confidence interval, 1.11-1.66). CONCLUSIONS: Very few patients reported counseling for sexual activity after AMI. Those who did were commonly given restrictions not supported by evidence or guidelines. CLINICAL TRIAL REGISTRATION URL: http://www.clinicaltrials.gov. Unique identifier: NCT00597922.",0,0,
1639,Sexual health curricula in U.S. medical schools: current educational objectives,"OBJECTIVE: The authors identify the explicit and implicit objectives that shape decisions about what medical schools teach regarding human sexuality. METHODS: The authors reviewed relevant articles in journals, physician licensing examinations, and publications by professional organizations to identify learning objectives for human sexuality in undergraduate medical curricula. RESULTS: There is consensus about many of the attitudinal objectives and some of the skills medical students should acquire in sexual health. There is less consensus on the sexuality-related information student physicians need to master. The few common informational objectives focus narrowly on diagnosing sexual dysfunction and disease. CONCLUSION: The model sexual health curricula, licensing exams, and guidelines from professional organizations mainly focus on the pathological aspects of sexuality. Student physicians should master fundamental information on healthy sexual function and become familiar with the roles of practitioners in various therapeutic disciplines in addressing sexual concerns and enhancing patients' sexual functioning and well-being. Instruction should also address ways to incorporate this important topic in time-limited interactions with patients.",0,0,
1640,Sexually Transmitted Diseases Among Users of Erectile Dysfunction Drugs: Analysis of Claims Data,"BackgroundPharmacologic treatments for erectile dysfunction (ED) have gained widespread popularity among middle-aged and older males in recent years. Increased sexual activity among users of these treatments raises concerns about sexually transmitted diseases(STDs).ObjectiveTo examine the association between STDs and ED drug s.DesignLongitudinal analysis of users and non-users of ED drugs.Data sourcesMedical and drug claims from 1997 to 2006 of 1,410,806 male employees above the age of 40 with private insurance from 44 large companies.ResultsUsers of ED drugs had higher baseline rates of STDs compared to non-users even prior to initiating ED drug therapy (288 v. 156 annually per 100,000 people, p < 0.005). Adjusting for these baseline rates, users of ED drugs had higher rates of STDs in the year after first ED drug use when compared to non-users in the same period (OR 2.06, p < 0.05). Within users of ED drugs, STD rates were higher in the year following first ED drug use compared to the year before (327 vs 289 annually per 100,000 people, p < 0.05).LimitationsSelection bias precludes firm conclusions about whether use of ED treatments directly leads to increases in STDs.ConclusionsCompared to non-users, users of ED drugs have higher rates of STDs both prior to initiation of treatment and one year after. At a minimum, this relationship suggests that men using ED drugs may benefit from early discussions about safe sexual practices and closer monitoring for STDs. It is also possible that availability of ED drugs may increase STD rates.",0,0,
1641,Shared decision making does not influence physicians against clinical practice guidelines,"BACKGROUND: While shared decision making (SDM) and adherence to clinical practice guidelines (CPGs) are important, some believe they are incompatible. This study explored the mutual influence between physicians' intention to engage in SDM and their intention to follow CPGs. METHODS: Embedded within a clustered randomized trial to assess the impact of training physicians in SDM about using antibiotics to treat acute respiratory tract infections, this study evaluated physicians' intentions to both engage in SDM and follow CPGs. A self-administered questionnaire based on the theory of planned behavior evaluated both behavioral intentions and their respective determinants (attitude, subjective norm and perceived behavioral control) at study entry and exit. We used path analysis to explore the relationships between the intentions. We conducted statistical analyses using the maximum likelihood method and the variance-covariance matrix. Goodness of fit indices encompassed the chi-square statistic, the comparative fit index and the root mean square error of approximation. RESULTS: We analyzed 244 responses at entry and 236 at exit. In the control group, at entry we observed that physicians' intention to engage in SDM (r = 0, t = 0.03) did not affect their intention to follow CPGs""; however, their intention to follow CPGs (r = -0.31 t = -2.82) did negatively influence their intention to engage in SDM. At exit, neither behavioral intention influenced the other. In the experimental group, at entry neither behavioral intention influenced the other;"" at exit, the intention to engage in SDM still did not influence the intention to use CPGs, although the intention to follow CPGs (r = -0.15 t = -2.02) slightly negatively influenced the intention to engage in SDM, but this was not clinically significant. CONCLUSION: Physicians' intention to engage in SDM does not affect their intention to adopt CPGs even after SDM training. Physicians' intention to adopt CPGs had no clinically significant influence on intention to engage in SDM. TRIAL REGISTRATION: ClinicalTrials.gov NCT01116076.",0,0,
1642,"Short course of cognitive behavioural therapy may reduce health anxiety, say researchers","A short course of cognitive behavioural therapy delivered by nurses with minimal training would be an effective and relatively cheap way to reduce health anxiety in general medical clinics, researchers claim. Health anxiety or hypochondriasis places a substantial burden on health services because it leads to multiple consultations and investigations. Cognitive behavioural therapy is known to be an effective treatment for other anxiety disorders, but there are shortages of specialist therapists and long waiting lists for treatment. The Cognitive Behaviour Therapy for Health Anxiety in Medical Patients (CHAMP) study randomised 445 people with abnormal health anxiety who were attending gastroenterological, neurological, and respiratory medicine clinics in â€¦",0,0,
1643,Should future interventional neuroradiologists be screened for mutations that impair radiation-induced DNA repair?,"In our current medical practice, an increasing number of specialists now have access to radiology technical platforms in order to perform imaging-guided procedures. Although knowledge about the current guidelines and radiation protection devices is a pre-requisite for the use of radiation, the preventive measures are often more or less strictly followed, leading to chronic daily exposure to significant doses of radiation and large accumulated lifetime exposures. Aortic intervention, electrophysiology, and neuro intervention in particular can result in large doses to the operators. Interventionalists might try to rationalize their dismissal of the exposure risks with various excuses: they don't know where they left their badges (even though, guiltily, they would readily admit it is good practice to always wear them), the estimated short duration of the procedure, significant muscular strain and spasm caused by the heaviness of lead aprons, decreased dexterity with lead gloves, or discomfort in wearing lead protective glasses. But their dismissive attitude is most likely due to the inherent inability to feel threatened by something they cannot see or feel, a commitment to the patient at all cost, and a culture of bravado that reinforces their behavior.",0,0,
1644,Should recommendations about starting inhaled corticosteroid treatment for mild asthma be based on symptom frequency: a post-hoc efficacy analysis of the START study,"BackgroundLow-dose inhaled corticosteroids (ICS) are highly effective for reducing asthma exacerbations and mortality. Conventionally, ICS treatment is recommended for patients with symptoms on more than 2 days per week, but this criterion has scant evidence. We aimed to assess the validity of the previous symptom-based cutoff for starting ICS by establishing whether there was a differential response to budesonide versus placebo for severe asthma exacerbations, lung function, and asthma symptom control across subgroups identified by baseline asthma symptom frequency."";"" BackgroundLow-dose inhaled corticosteroids (ICS) are highly effective for reducing asthma exacerbations and mortality. Conventionally, ICS treatment is recommended for patients with symptoms on more than 2 days per week, but this criterion has scant evidence. We aimed to assess the validity of the previous symptom-based cutoff for starting ICS by establishing whether there was a differential response to budesonide versus placebo for severe asthma exacerbations, lung function, and asthma symptom control across subgroups identified by baseline asthma symptom frequency.",0,0,
1645,Should women take part in clinical trials in breast cancer? Issues and some solutions,"PURPOSE: The purpose of this review is to consider the issues for women related to participation in clinical trials that evaluate the management of breast cancer and provide some recommendations for future initiatives to address the identified areas of concern. METHODS: The National Health and Medical Research Council (NHMRC) National Breast Cancer Centre hosted an international workshop to address the question ""Clinical Trials in Breast Cancer: Should Women Take Part?"" We also reviewed the literature on informed participation in clinical trials that was identified in a broadly based search that covered Medline, PsycLIT, and HealthPlan from 1986 to 1996. RESULTS AND CONCLUSION: When women are asked to participate in a clinical trial, they are faced with a number of questions and dilemmas. These include issues related to the conduct and ethical considerations of the trial""; the effect of participation or nonparticipation on treatment; the roles of the doctor as clinician and as researcher; the process of informed consent; the timing of the request for participation; and the benefits and costs of participation. A number of steps are identified that could help women decide whether to participate in clinical trials. These include provision of community information about clinical trials; establishment of independent brokers and registers for clinical trials; consumer review of information and protocols and involvement in trials; review of the role of ethics committees; collection of data about the proportion of women currently recruited to clinical trials, their reasons for participating or declining, and their views about the process of recruitment and participation; models for optimal practice in recruiting women to clinical trials and encouraging ongoing participation in trials; evidence-based communication skills training for clinicians to teach skills to inform women adequately of clinical trial participation;"" and auspicing and promotion of trials by an independent agency.",0,0,
