title,abstract,year,authors,included
The FOSSology project,This work focuses on establishing coordination models and method with different information in the operation process of established construction project supply chains (CPSCs). A two-level programming model for collaborative decision making is established to find optimal solutions for all stakeholders in CPSCs. An agent-based negotiation framework for CPSCs coordination in dynamic decision environment is designed based on the intelligent agent technology and multi-attribute negotiation theory. This work also presents a relative entropy method to help negotiators (stakeholders) reaches an acceptable solution when negotiations fail or man-made termination. This is a summary of the first author's Ph.D. thesis supervised by Yaowu Wang and Geoffrey Qiping Shen (Hong Kong Polytechnic University) and defended on 25 June 2006 at the Harbin Institute of Technology (China).,2009,Robert Gobeille,0
The fundamental design issues of Jeliot 3,"This paper discusses the design and simulation of an 8-bit, 100 Ms/s, full Nyquist analog-to-digital converter at 3.3 V supply. This project is a preliminary step to achieve the final goal of a 10-bit ADC with the same frequency performance",1999,Niko Myller,0
The Future of Empirical Methods in Software Engineering Researc,"While empirical studies in software engineering are beginning to gain recognition in the research community, this subarea is also entering a new level of maturity by beginning to address the human aspects of software development. This added focus has added a new layer of complexity to an already challenging area of research. Along with new research questions, new research methods are needed to study nontechnical aspects of software engineering. In many other disciplines, qualitative research methods have been developed and are commonly used to handle the complexity of issues involving human behaviour. The paper presents several qualitative methods for data collection and analysis and describes them in terms of how they might be incorporated into empirical studies of software engineering, in particular how they might be combined with quantitative methods. To illustrate this use of qualitative methods, examples from real software engineering studies are used throughout",1999,"Dag I. K. Sjoberg, Tore Dyba, Magne Jorgensen",0
The Future of Empirical Methods in Software Engineering Research,"We present the vision that for all fields of software engineering (SE), empirical research methods should enable the development of scientific knowledge about how useful different SE technologies are for different kinds of actors, performing different kinds of activities, on different kinds of systems. It is part of the vision that such scientific knowledge will guide the development of new SE technology and is a major input to important SE decisions in industry. Major challenges to the pursuit of this vision are: more SE research should be based on the use of empirical methods; the quality, including relevance, of the studies using such methods should be increased; there should be more and better synthesis of empirical evidence; and more theories should be built and tested. Means to meet these challenges include (1) increased competence regarding how to apply and combine alternative empirical methods, (2) tighter links between academia and industry, (3) the development of common research agendas with a focus on empirical methods, and (4) more resources for empirical research.",2007,"Dag I. K. Sjoberg, Tore Dyba, Magne Jorgensen",0
The Gap Between Small Group Theory and Group Support System Research,"<p>Small group research and the development of small group theory have flourished in recent years, yet most group support systems (GSS) research is conducted without regard to theories of small groups. Here we contrast the richness of small group theory with the theoretical poverty of most experimental group support systems research. We look first at the state of small group theory, contrasting it with the state of theory in GSS work, using 10 recently published GSS studies as examples. Looking to small group theory as the basis for GSS research would add a great deal to GSS work, the topic of the next section in the paper. Absent a reliance on small group theory, however, we propose an alternative approach: Drop the GSS term altogether and return to a term that better describes what GSS research has always been about, supporting meetings, as captured in the phrase Electronic Meeting Systems.</p>",2007,Joey F. George,0
"The Identity, Dynamics, and Diffusion of MIS","Based on Delerablee's identity-based broadcast encryption scheme (IBBE), we propose a new efficient dynamic identity-based broadcast encryption scheme (DIBBE), and prove its security in the Random Oracle model. The proposed scheme need not to setup a max potential receivers set in advance, and it has constant size of the public key, private key and header of cipertext. We also compare the performance of our scheme with the Delerablee's, the cost to decrypt in our revised scheme is also a constant size. So our scheme is efficient and practical for large receivers.",2010,Tor J. Larsen and Linda Levine,0
The impact of software engineering research on modern progamming languages.,"Software engineering research and programming language design have enjoyed a <i>symbiotic</i> relationship, with traceable impacts since the 1970s, when these areas were first distinguished from one another. This report documents this relationship by focusing on several major features of current programming languages: data and procedural abstraction, types, concurrency, exceptions, and visual programming mechanisms. The influences are determined by tracing references in publications in both fields, obtaining oral histories from language designers delineating influences on them, and tracking cotemporal research trends and ideas as demonstrated by workshop topics, special issue publications, and invited talks in the two fields. In some cases there is conclusive data supporting influence. In other cases, there are circumstantial arguments (i.e., cotemporal ideas) that indicate influence. Using this approach, this study provides evidence of the impact of software engineering research on modern programming language design and documents the close relationship between these two fields.",2005,"B. G. Ryder, M. L. Soffa, and M. Burnett",0
The Impact of Structuring the Interface as a Decision Tree in a Treatment Decision Support Tool,"<p>This study examined whether interfaces in computer-based decision aids can be designed to reduce the mental effort required by people to make difficult decisions about their healthcare and allow them to make decisions that correspond with their personal values. Participants (N=180) considered a treatment scenario for a heart condition and were asked to advise a hypothetical patient whether to have an operation or not. Attributes for decision alternatives were presented via computer in one of two formats; alternative-tree or attribute-tree. Participants engaged in significantly more compensatory decision strategies (i.e., comparing attributes of each option) using an interface congruent with their natural tendency to process such information (i.e., alternative-tree condition). There was also greater correlation (p&lt;.05) between participants' decision and personal values in the alternative-tree. Patients who are ill and making decisions about treatment often find such choices stressful. Being able to reduce some of the mental burden in such circumstances adds to the importance of interface designers taking account of the benefits derived from structuring information for the patient.</p>",2007,"Neil Carrigan, Peter H. Gardner, Mark Conner and John Maule",0
The impact of the Abilene Paradox on double-loop learning in an agile team,"This paper presents a qualitative investigation of learning failures associated with the introduction of a new software development methodology by a project team. This paper illustrates that learning is more than the cognitive process of acquiring a new skill; learning also involves changes in behaviour and even beliefs. Extreme Programming (XP), like other software development methodologies, provides a set of values and guidelines as to how software should be developed. As these new values and guidelines involve behavioural changes, the study investigates the introduction of XP as a new learning experience. Researchers use the concepts of single and double-loop learning to illustrate how social actors learn to perform tasks effectively and to determine the best task to perform. The concept of triple-loop learning explains how this learning process can be ineffective, accordingly it is employed to examine why the introduction of XP was ineffective in the team studied. While XP should ideally foster double-loop learning, triple-loop learning can explain why this does not necessarily occur. Research illustrates how power factors influence learning among groups of individuals; this study focuses on one specific power factor - the power inherent in the desire to conform. The Abilene Paradox describes how groups can make ineffective decisions that are contrary to that which group members personally desire or believe. Ineffective decision-making occurs due to the desire to conform among group members; this was shown as the cause of ineffective learning in the software team studied. This desire to conform originated in how the project team cohered as a group, which was, in turn, influenced by the social values embraced by XP.",2007,"John McAvoy, Tom Butler",0
The Impact of Verbal Stimuli in Motivating Consumer Response at the Point of Purchase Situation Online,"<p>This paper is a response to the lack of knowledge regarding actual online purchase behavior, and introduces behavior analysis as an alternative framework in studying consumers' purchase behavior. Motivation to confirm an order online can from the concept of motivating operation (MO) be analyzed as those antecedents in the environmental setting (included verbal stimuli) that; (1) have an effect on the consequences of responding, and (2) influence the responses (including purchase) related to those consequences. Using the functional analytic framework from behavior analysis, MO is identified as a likely predictor of consumer tendency to confirm their online orders.</p>",2007,Asle Fagerstr?m,0
The impacts of user review on software responsiveness: Moderating requirements uncertainty,"Rapidly changing business environments and evolving processes increase the uncertainties in IS development. To produce a high-quality system that responds to user needs is challenging. We attempted to determine whether user reviews during the development process could reduce uncertainties and improve the product. Technology structuration theory indicated that users, as actors participating in reviews during the development of a system, could help reduce uncertainty in the organizational requirements and thus improve the software product. A survey of system developers indicated that user requirements uncertainty had a direct, negative effect on software responsiveness but that user review, serving as a moderator, could reduce this effect.",2008,"Jack Shih-Chieh Hsu, Chien-Lung Chan, Julie Yu-Chih Liu, Houn-Gee Chen",0
The influence of information presentation formats on complex task decision-making performance,"Understanding the influence of information presentation formats on decision-making effectiveness is an important component of human-computer interaction user interface design. The pervasive nature and ease of use associated with information display formats in wideiy used personal productivity software suggests that decision-makers are likely to create and/or use documents with both text-based and more visually oriented information displays. Past research has investigated the role of these displays on simple decision tasks; however, empirical research has not extended to more complex tasks, more comparable to the types of tasks decision-makers face every day. Results from the empirical analysis suggest that the relationship between information presentation format and decision performance is moderated by the complexity of the task. More specifically, spatial formats result in superior decision accuracy for simple- and complex-spatial tasks and faster decision time for all tasks except the complex-symbolic task where graphs and tables result in equivalent decision time.",2006,Cheri Speier,0
The Influence of the Level of Abstraction on the Evolvability of Conceptual Models of Information Systems,"Over the years, we have seen an increase in the level of abstraction used in building software. Academic and practitioners' literature contains numerous but vague claims that software based on abstract conceptual models (such as analysis and design patterns, frameworks and software architectures) has evolvability advantages. Our study validates these claims. We investigate evolvability at the analysis level, i.e. at the level of the conceptual models that are built of information systems (e.g. UML-models). More specifically, we focus on the influence of the level of abstraction of the conceptual model on the evolvability of the model. Hypotheses were tested with regard to whether the level of abstraction influences the time needed to apply a change, the correctness of the change and the structure degradation incurred. Two controlled experiments were conducted with 136 subjects. Correctness and structure degradation were rated by human experts. Results indicate that, for some types of change, abstract models are better evolvable than concrete ones. Our results provide insight into how the rather vague claims in literature should be interpreted.",2004,By Jan Verelst,0
The Influence of Visual Angle on the Performance of Static Images Scanning,"<p>The present study addressed to explore the influence of visual angle on the performance of static images scanning with a 2 (scanning distance) &#215; 2 (scanning type) &#215; 3 (visual angle) mixed design. The results demonstrated significant effects of three factors on participants' performance. Stimuli at 5.5&#176; and 8.4&#176; rather than 2.7&#176; could facilitate the performance of static image scanning. However, the effect of visual angle on mental image scanning was smaller than on retinal image scanning. These findings were interpreted in terms of the theory of working memory and the theory of mental image. The implication of these findings in human-computer interface was discussed at last.</p>",2007,"Xiang Qiu, Yong Niu and Xiaolan Fu",0
The Interdisciplinary Study of Interdependencies,"Two subjective methods, scale method and z-score method, were conducted for evaluating the image quality of four glossy commercial ink-jet papers. For pair comparison, the results of scale method and z-score method were similar. For categorical judgment, the image quality difference of ink-jet paper could be calculated by z-score method. Therefore, the z-score method was more suitable for practice.",2008,"Cleidson de Souza1,2 David Redmiles1",0
"The internet and clinical trials: Background, online resources, examples and issues","Both the Internet and clinical trials were significant developments in the latter half of the twentieth century: the Internet revolutionized global communications and the randomized controlled trial provided a means to conduct an unbiased comparison of two or more treatments. Large multicenter trials are often burdened with an extensive development time and considerable expense, as well as significant challenges in obtaining, backing up and analyzing large amounts of data. Alongside the increasing complexities of the modern clinical trial has grown the power of the Internet to improve communications, centralize and secure data as well as to distribute information. As more and more clinical trials are required to coordinate multiple trial processes in real time, centers are turning to the Internet for the tools to manage the components of a clinical trial, either in whole or in part, to produce lower costs and faster results. This paper reviews the historical development of the Internet and the randomized controlled trial, describes the Internet resources available that can be used in a clinical trial, reviews some examples of online trials and describes the advantages and disadvantages of using the Internet to conduct a clinical trial. We also extract the characteristics of the 5 largest clinical trials conducted using the Internet to date, which together enrolled over 26000 patients.",2005,"Paul, J.a b c , Seib, R.a b , Prescott, T.a b",0
The Knowledge Based Software Process Improvement Program: A Rational Analysis,"Knowledge management is the key area of focus in the present information technology scenario. It forms a basis to derive standards and models and steers organizations through an enjoyable journey, an improved endeavor to reach the destination. Software process improvement program is a crucial venture for organizations functioning under a framework model and aspiring for higher maturity levels. While earlier works for software process improvement have been considering wider range of initiatives, we deem knowledge management to be a contemporary approach for refining software process improvement activities. This paper is committed to a rational analysis into the knowledge-based guidance for implementing a software process improvement program. The work is directed by four research questions that focus on the knowledge based SPI initiative. The role of knowledge components and a knowledge driven model (KDM) are assessed by a measurement model. The impact of KDM on the end-product and its real effect on SPI is measured by quantifying the productivity of the projects, eventually the organization. An implementation of the knowledge driven software process improvement (SPI) program is explained with a suitable case study, an organization working towards attaining CMM level. Future issues pertaining to knowledge based process improvement forms the concluding note of this work.",2007,"By Alagarsamy K , Justus S , Iyakutti K",0
The LOFAR central processing facility architecture.,"Manifa Central Processing Facility (CPF), the fifth largest oil field in the world, is connected by 25 manmade islands and 20 kilometers of causeways. The current production capacity of heavy crude oil at the CPF is 500,000 barrels per day (bpd). The full production capacity of the plant is 900,000 bpd, which the facility will meet in 2014. The power plant generation includes two combustion gas turbine (CGT) generators and two heat recovery steam generators (HRSGs) providing steam to two steam turbine generators (STGs), with a total generation capacity of about 500 MW. Two tie lines at 115 kV connect the Manifa CPF to the external utility system. A power management system controls the Manifa CPF frequency once the Manifa CPF islands from the external grid. Some of the severe external disturbances require Manifa islanding operation in less than 15 cycles to maintain system stability. This very critical CPF requires the ability to quickly identify an islanding condition correctly. This paper discusses the islanding scheme design details for local and remote signals. For significant power exchange with an external grid, local measurement-based islanding can correctly and quickly identify the islanding condition.",2014,"0 K. Van der Schaaf, C. Broekema, G. Van Diepen, and E. Van Meijeren.",0
The methodological soundness of requirements engineering papers: a conceptual framework and two case studies,"This paper was triggered by concerns about the methodological soundness of many RE papers. We present a conceptual framework that distinguishes design papers from research papers, and show that in this framework, what is called a research paper in RE is often a design paper. We then present and motivate two lists of evaluation criteria, one for research papers and one for design papers. We apply both of these lists to two samples drawn from the set of all submissions to the RE&#x2019;03 conference. Analysis of these two samples shows that most submissions of the RE&#x2019;03 conference are design papers, not research papers, and that most design papers present a solution to a problem but neither validate this solution nor investigate the problems that can be solved by this solution. We conclude with a discussion of the soundness of our results and of the possible impact on RE research and practice.",2006,R. J. Wieringa and J. M. G. Heerkens,0
The Moderating Effect of Leader-member Exchange on the Job Insecurity-Organizational Commitment Relationship,"AbstractJob insecurity has become an important issue for society and organizations in the last decades due to uncertain economic conditions, global competition, and the advancement of information technology. As job insecurity have detrimental consequences for employees and organizations, it is vital to identify variables that could buffer against the negative effects of job insecurity. In this study, we examined the moderating effect of Leader-member exchange on the relation between job insecurity and organizational commitment. Data collected from 314 employees indicated that the negative relationship between qualitative insecurity and affective commitment was alleviated as Leader-member exchange increased. Furthermore, the positive relation between quantitative insecurity and continuance commitment decreased as Leader-member exchange increased.",2007,Sanman Hu and Bin Zuo,0
The Motivation of Software Engineers: Developing a Rigorous and Usable Model,This report presents a summary of the work undertaken in the one year EPSRC ?Modelling Motivation in Software Engineering? (MoMSE) project (2005). The aim of this work is to produce a model of motivation in software engineering. We give an overview of how we developed a model of motivation in Software Engineering (SE). Our model of motivation reflects three viewpoints: 1. motivation in the SE literature; 2. classic theory of motivation to include models tailored specifically to reflect motivation in software engineering; and 3. empirical investigations into the motivation phenomenon.,2007,"Sarah Beecham, Tracy Hall, Nathan Baddoo, Hugh Robinson, Helen
Sharp",0
The Offshoring Stage Model: an epilogue,"Model-driven engineering (MDE) promotes automated model transformations along the entire development process. Guaranteeing the quality of early models is essential for a successful application of MDE techniques and related tool-supported model refinements. Do these models properly reflect the requirements elicited from the owners of the problem domain? Ultimately, this question needs to be asked to the domain experts. The problem is that a gap exists between the respective backgrounds of modeling experts and domain experts. MDE developers cannot show a model to the domain experts and simply ask them whether it is correct with respect to the requirements they had in mind. To facilitate their interaction and make such validation more systematic, we propose a methodology and a tool that derive a set of customizable questionnaires expressed in natural language from each model to be validated. Unexpected answers by domain experts help to identify those portions of the models requiring deeper attention. We illustrate the methodology and the current status of the developed tool MOTHIA, which can handle UML Use Case, Class, and Activity diagrams. We assess MOTHIA effectiveness in reducing the gap between domain and modeling experts, and in detecting modeling faults on the European Project CHOReOS.",2016,Erran Carmel,0
The pervasive discourse: an analysis,A Laplace technique is used to analyze the most general class E amplifier: that with finite DC-feed inductance and finite output network <e1>Q</e1>. The analysis is implemented with a computer program using PC-MATLAB software. A listing of the program is provided,1989,Eva Nieuwdorp,0
The Pudding of Trust,"Trust - ""reliance on the integrity, ability, or character of a person or thing"" - is pervasive in social systems. We constantly apply it in interactions between people, organizations, animals, and even artifacts. We use it instinctively and implicitly in closed and static systems, or consciously and explicitly in open or dynamic systems. An epitome for the former case is a small village, where everybody knows everybody, and the villagers instinctively use their knowledge or stereotypes to trust or distrust their neighbors. A big city exemplifies the latter case, where people use explicit rules of behavior in diverse trust relationships. We already use trust in computing systems extensively, although usually subconsciously. The challenge for exploiting trust in computing lies in extending the use of trust-based solutions, first to artificial entities such as software agents or subsystems, then to human users' subconscious choices.",2004,"By Steffen Staab , Bharat Bhargava , Leszek Lilien , Arnon Rosenthal , Marianne Winslett , Morris Sloman , Tharam S. Dillon , Elizabeth Chang , Farookh Khadeer Hussain , Wolfgang Nejdl , Daniel Olmedilla , Vipul Kashyap",0
The Relationship Between Social Presence and Group Identification Within Online Communities and Its Impact on the Success of Online Communities,"<p>In order to encourage more girls to choose STEM-study courses (Science, Technology, Engineering, and Mathematics) we created an online community and e-mentoring program for German high school girls and women engaged in STEM vocational fields. Within the online community, we brought together girls and female role models. A community platform was offered for getting to know and exchange with other community members. Within this community, we used quantitative methods to measure the students' levels of social presence and group identity, and tested to see if a correlation between those two factors exists. We further evaluated if the group identity has an impact on the girls interest and willingness to participate in STEM.</p>",2007,"Diana Schimke, Heidrun Stoeger and Albert Ziegler",0
The Role of Content Representations in Hypermedia Learning: Effects of Task and Learner Variables,"<p>We discuss the role of content representations in hypermedia documents. The phrase &#8220;content representation&#8221; covers a broad category of knowledge visualization devices ranging from local organizers, e.g., headings, introductions and connectors, to global representations, e.g., topic lists, outlines and concept maps. Text processing research has demonstrated that the principled use of content representations can facilitate the acquisition of knowledge from texts. As regards the role of global content representations in hypermedia learning, the effects vary according to individual and situation variables. We review empirical studies investigating different types of global representations in the context of comprehension and information search tasks. The evidence suggests that networked concept maps are most effective for users with some level of prior knowledge, in nonspecific task contexts.</p>",2005,"Jean-Francois Rouet, Herv? Potelle and Antonine Goumi",0
The Role of Controlled Experiments Working Group Results,"The paper describes: (1) an Internet collaboration system &ldquo;UNIVERSAL CANVAS&rdquo; which supports an efficient awareness by `interactive image control'even on narrow band networks; and (2) the experiments and evaluation in group work distance learning to exchange language and cross-cultural communication between Japanese and French students by using UNIVERSAL CANVAS. It explains how the unique features of this system could facilitate the effective use of shared Web pages in a multiparty environment from the view points of location, numbers of people, method of the lecture, and whether with or without interactive image control function",2000,Andreas Jedlitschka and Lionel C. Briand,0
"The Role of Perceived Control, Attention-Shaping, and Expertise in IT Project Risk Assessment","This study investigates how individuals assess risks in IT development projects under different conditions. We focus on three conditions: the perceived control over the IT project, the use of an attention-shaping tool, and the expertise of the individual conducting the assessment. A role-playing experiment was conducted including 102 practitioners with high expertise in IT projects and 105 university students with low expertise. Our study suggests first, that perceived control is a powerful factor influencing risk perception but not continuation behavior. Second, while the attention shaping tool proved more useful for individuals with low expertise, such tools should be used with caution because they create blind spots in risk awareness for those with less expertise. Third, individuals with more expertise perceived higher levels of risks in IT projects, as compared to those with less expertise. Implications of these findings are discussed, with potential avenues for future research and suggestions for IT project managers.",2006,"By Stephen Du , Mark Keil , Lars Mathiassen , Yide Shen , Amrit Tiwana",0
The role of post-adoption phase trust in B2C e-service loyalty: towards a more comprehensive picture,"AbstractDespite the extensive interest in trust within information systems (IS) and e-commerce disciplines, only few studies examine trust in the post-adoption phase of the customer relationship. Not only gaining new customers by increasing adoption, but also keeping the existing ones loyal, is largely considered important for e-business success. This paper scrutinizes the role of trust in customer loyalty, focusing on B2C e-services by conducting a three-sectional literature review stemming from IS, e-commerce and marketing. The key findings of this study are: 1. Literature discussing the role of trust after the adoption phase is relatively scarce and fragmented 2. In the empirical testing trust is mostly viewed as a monolith 3. Quantitative research methods dominate the field 4. Since trust may play a role during the whole relationship, also dynamic ways to scrutinize trust would be appropriate. Implications of these findings are discussed and ideas for further research suggested.",2007,Matti M?ntym?ki,0
The Role of Process Measurement in Test-Driven Development,"Test-Driven Development (TDD) is a coding technique in which programmers write unit tests before writing or revising production code. We present a process measurement approach for TDD that relies on the analysis of fine-grained data collected during coding activities. This data is mined to produce abstractions regarding programmers? work patterns. Programmers, instructors, and coaches receive concrete feedback by visualizing these abstractions. Process measurement has the potential to accelerate the learning of TDD, enhance its effectiveness, aid in its empirical evaluation, and support project tracking.",2001,Yihong Wang and Hakan Erdogmus,0
The role of replications in empirical software engineering?a word of warning,,2008,Barbara Kitchenham,0
The role of trust in OSS communities? Case Linux Kernel community,"With the prosperity of the Open Source Software, various software communities are formed and they attract huge amounts of developers to participate in distributed software development. For such software development paradigm, how to evaluate the skills of the developers comprehensively and automatically is critical. However, most of the existing researches assess the developers based on the Implementation aspects, such as the artifacts they created or edited. They ignore the developers' contributions in Social collaboration aspects, such as answering questions, giving advices, making comments or creating social connections. In this paper, we propose a novel model which evaluate the individuals' skills from both Implementation and Social collaboration aspects. Our model defines four metrics from muti-dimensions, including collaboration index, technical skill, community influence and development contribution. We carry out experiments on a real-world online software community. The results show that our approach can make more comprehensive measurement than the previous work.",2014,"Maria Antikainen, Timo Aaltonen and Jaani V?is?nen",0
The Role of User Involvement in Requirements Quality and Project Success,"User involvement is the key concept in the development of useful and usable systems and has positive effects on system success and user satisfaction. This paper reports the results of interviews and a survey conducted to investigate the role of user involvement in defining user requirements in development projects. The survey involved 18 software practitioners working in software related development projects in 13 companies in Finland. In addition, eight software practitioners working in three companies were interviewed. By combining qualitative and statistical analysis, we examine how users are involved in development projects and how user involvement influences projects. The analysis shows that, although it is rare in development projects, early user involvement is related to better requirements quality. The analysis also shows that involving users and customers as the source of information is related to project success.",2005,"By Sari Kujala , Marjo Kauppinen , Laura Lehtola , Tero Kojo",0
The Role of Value Compatibility in Information Technology Adoption,"This paper addresses the problem of specifying an evaluation methodology capable of incorporating the multi-faceted and multi-dimensional nature of the problem as it arises in relation to novel health care technology. A multi-dimensional value criterion model-based approach is proposed, and its applicability discussed in the context of telematic home haemodialysis.",2003,"Deborah Bunker, Karlheinz Kautz and Anne Luu Thanh Nguyen",0
The Seduced Speaker: Modeling of Cognitive Control,"This paper represents the practical use of Fuzzy Cognitive Maps (FCMs) in order to model the control engineering educational critical success factors. FCMs are fuzzy signed digraphs with feedbacks, and they can model the events, values, goals as a collection of concepts by forging a causal link between these concepts. In this study, the concepts of the FCM model is developed by the help of the academics, then the suggested FCMs of each academic is aggregated to build the final FCM to model the control engineering educational critical success factors. Afterwards the model is coded in Matlab to study four scenarios via different simulations. The results of the simulations show the effectiveness of FCMs to understand the success factors of educational organizations and programs.",2013,Ardi Roelofs,0
The Significance of Textures for Affective Interfaces,"Laser-induced discrete bump texture results in a simplified HDI model represented by five critical parameters: the bump height H<sub>b </sub>, bump curvature radius R<sub>b</sub>, bump spacing L<sub>b</sub>, the slider crown height H<sub>w</sub>, and the lube thickness H<sub>l </sub>. The HDI tribology performance relies upon how to select these parameters in bump texture design as well as how to measure and control them. In this paper, analysis on fundamental bump-design issues is presented. It is found that proper discrete texture design should assure bumps are in elastic-contact regime but close to the elastic-contact limit for minimum wear failure and stiction. Minimum deformation and shear stress at bump contacts are also desired for wear durability. Longitudinal bump pattern provides best glide performance among patterns with same H<sub>b</sub>. Stiction is low within the toe-dipping lube regime where &lambda;=H<sub>l</sub>/H<sub>b</sub> is below a critical value, otherwise stiction depends on all five parameters. Results from laser-texture experiments are also discussed for understanding of the discrete bump texture design",1996,Paula M. Ellis and Joanna J. Bryson,0
The Structural Complexity of Software: An Experimental Test,"This research examines the structural complexity of software and, specifically, the potential interaction of the two dominant dimensions of structural complexity, coupling and cohesion. Analysis based on an information processing view of developer cognition results in a theoretically driven model with cohesion as a moderator for a main effect of coupling on effort. An empirical test of the model was devised in a software maintenance context utilizing both procedural and object-oriented tasks, with professional software engineers as participants. The results support the model in that there was a significant interaction effect between coupling and cohesion on effort, even though there was no main effect for either coupling or cohesion. The implication of this result is that, when designing, implementing, and maintaining software to control complexity, both coupling and cohesion should be considered jointly, instead of independently. By providing guidance on structuring software for software professionals and researchers, these results enable software to continue as the solution of choice for a wider range of richer, more complex problems.",2005,"By David P. Darcy , Chris F. Kemerer , Sandra A. Slaughter , James E. Tomayko",0
The Student TechCorps: providing experiential learning opportunities to students in Computing and Information Science,"Approximately three years ago, faculty in Lock Haven University's Business Administration, Computer Science and Information Technology Department established the Student TechCorps, a group of majors in Computing and Information Science who serve as technology consultants and tutors to faculty and staff. In this paper, we describe the process of setting up the group and the results of work done by the group to date.",2005,Susan H. Strayer,0
The Tao of Modeling Spaces,"In order to develop highly secure database systems to meet the requirements for class B2, an extended formal security policy model based on the BLP model is presented in this paper. A method for verifying security model for database systems is proposed. According to this method, the development of a formal specification and verification to ensure the security of the extended model is introduced. During the process of the verification, a number of mistakes have been identified and corrections have been made. Both the specification and verification are developed in Coq proof assistant. Our formal security model was improved and has been verified secure. This work demonstrates that our verification method is effective and sufficient and illustrates the necessity for formal verification of the extended model by using tools.",2008,Dragan Djuri?,0
The Test Community of Practice Experience in Brazil,"This paper relates the experience acquired by the Brazil Global Development Center (GDC) Test Team through the implementation of a global community of practice to solve problems inherent to globally distributed projects. This community consists in a group of professionals - Dell employees and alliances all over the world - which collaborates to share knowledge and experience about the test discipline and lessons learned in projects. A description of the implementation methods will be presented, as well as the results achieved by the organization so far",2006,By Elizangela Andrade Paiva,0
The ToscanaJ Suite for Implementing Conceptual Information Systems,"Information exists in the form of multiple media objects, i.e. in the form of text, audio, image, and video objects. Textual, acoustic, and visual modalities of information associated with the multiple media objects. Existing search broadly categorized as media specific and multiple media based approaches. Mostly the multiple media search approaches not focused towards aggregated search, blended integration of the search results, and user navigation/browsing of the search space via multiple modalities of information. In this research, we will propose a novel framework to implement Next Generation of multiple media search systems. The framework supports the implementation of search systems that provides aggregated search, blended integration of the search results, and navigation within the database of media objects by exploiting multiple modalities of information associated with media objects. A Multiple Media Information Search System implemented and validated via proposed framework.",2015,Peter Becker and Joachim Hereth Correia,0
The unseen and unacceptable face of digital libraries,"We describe a shape comparison method applicable to fast screening of large facial databases. The proposed technique derives holistic similarity measures without the explicit need of point-to-point correspondence thus delivering speed and tolerance to local non-rigid distortions. Specifically, we developed a face similarity measure derived as a variant of the Hausdorff distance by introducing the notion of a neighborhood function and associated penalties. Binary edge representation is used to provide robustness to changes in illumination. Experimental results on a large facial data set demonstrate that our approach produces excellent search results even when less than 1% of the original grey-scale face image information is stored in the face database",1998,Anne Adams,0
The Use of Dynamic Display to Improve Reading Comprehension for the Small Screen of a Wrist Watch,"<p>This study explored the feasibility of displaying dynamic Chinese text on the screen of a wrist watch. Three design factors (i.e., dynamic display, presentation method, and speed) were examined to investigate their effects on users' reading comprehension under two different conditions of task types. The results of this study indicated the following: (1) There was no significant difference between leading display and RSVP in both single- and dual-task conditions; (2) Presentation method was a significant factor. The participant's reading comprehension was significantly better with the word-by-word format than with the character-by-character one in both single- and dual-task conditions; (3) The participant's reading comprehension was not significantly different among the three different speed settings in the single-task condition. However, participants had significantly higher reading comprehension scores under the slower speed settings of 150 and 250 cpm than under the faster speed setting of 350 cpm in the dual-task condition.</p>",2007,Yu-Hung Chien and Chien-Hsiung Chen,0
The use of eBooks and interactive multimedia as alternative forms of technical documentation,"The use of eBooks and interactive multimedia in technical documentation is an emerging and important trend for delivering abstract and complex technical information that is enticing, engaging, and -most important of all- effective. With the substantial (and growing) number of documents available electronically, it is a non-trivial task for technical writers to even reach their target audience, let alone engage them. Both eBooks and interactive multimedia feature unique characteristics that serve two important functions: piquing the interest in the user, and aiding in the transmittal of complex technical information. Further, the use of eBooks and interactive multimedia in technical documentation helps to differentiate from the myriad other technical documents. At the IBM Toronto Software Laboratory, the Media Design Studio (MDS) works collaboratively with the information development community to produce graphics and diagrams for technical documentation. This paper explores alternative forms of IBM technical documentation in the form of two case studies-one an eBook and the other a Macromedia Flash-based interactive multimedia presentation. Both projects were co-developed by the writers and graphic designers, with a mandate to create a rich, graphical approach to entice and engage users to read and understand complex technical concepts.",2005,"Gord Davison, Steve Murphy, Rebecca Wong",0
The use of group support systems in focus groups: Information technology meets qualitative research,"This paper explores focus groups supported by group support systems (GSS) with anonymous interaction capability in two configurations: same time/same place and same time/different place. After reviewing the literature, we compare and contrast these anonymity-featured GSS-supported focus groups with traditional focus groups and discuss their benefits and limitations. We suggest directions for future research concerning GSS-supported focus groups with respect to technological implications (typing skills and connection speeds), national culture (high and low context; power distance), and lying behavior (adaptation of model of Hancock, J. T., Thom-Santelli, J., & Ritchie, T. (2004). Deception and design: The impact of communication technology on lying behavior. Proceedings of the 2004 conference on human factors in computing systems (pp. 129-134), whereby lying is a function of three design factors: synchronicity, recordability, and distributedness).",2007,"Esther E. Klein, Thomas Tellefsen, Paul J. Herskovitz",0
