record_id,title,abstract,authors,year,label_included
1720,Dose-dependent potentiation or inhibition by Ro4-4602 of 5-HTP hyperthermia in rabbits,,C. Gardey-Levassort and P. Lechat,1974,0
1721,Indolealkylamines and behavior. Introductory remarks,,W. L. Perry,1968,0
1722,Nicotine-induced conditioned place preference and conditioned place aversion in mice,"The motivational effects of nicotine were examined in mice using an unbiased place conditioning design. Swiss-Webster mice received four 15-min parings of a tactile stimulus with different doses of nicotine (0.25-2.0 mg/kg, IP). A different tactile stimulus was paired with saline injections. During conditioning, nicotine produced locomotor depression at the 2.0-mg/kg dose, with the greatest reduction in activity occurring during the latter part of each nicotine conditioning session. After four trials, nicotine produced increases in locomotor activity during the initial part of the nicotine sessions at doses 0.5 mg/kg or above. Upon testing, nicotine-induced conditioned place preference was noted in mice receiving 0.5 mg/kg nicotine. Conditioned place aversion was noted in mice receiving 2.0 mg/kg nicotine whereas doses of 0.25 and 1.0 mg/kg produced no conditioning. These results indicate that nicotine has dose-dependent rewarding and aversive effects measured in an unbiased place conditioning paradigm using mice",F. O. Risinger and R. A. Oakes,1995,0
1723,Preclinical research strategies for newly approved drugs as reflected in early publication patterns,"The present study aimed to explore early publication patterns (i.e. up to 1 year after obtaining regulatory approval) for newly registered drugs. From the website of the US Food and Drug Administration, all newly approved drugs for 6 calendar years between 1991 and 2011 were identified. Non-clinical original publications for these compounds were retrieved from PubMed and their abstracts analysed for type of study and reported data. This yielded 170 compounds for which 1954 original non-clinical publications were identified, i.e. a median/mean of 5/11.5 publications per compound; however, number of publications per compound varied widely (0-90) and this variation exhibited a non-Gaussian distribution. The earliest non-clinical publication typically was published less than 5 years before regulatory approval and more than 5 years after filing of the primary patent, but some compounds exhibited notable deviations from this pattern. Publications most often reported on efficacy related to the target indication and on potential future indications, with fewer studies addressing mechanisms of action, potency, selectivity, pharmacokinetics and toxic effects. For most compounds, data at the cellular and in vivo level were published, with fewer reports on effects on isolated tissues and even fewer at the molecular level. The preferred species for cellular studies was human, whereas for in vivo studies, it was rats and mice. In 75 % of cases, the lead author of the publication came from an academic institution, and most studies were published in classic pharmacology journals. We conclude that number, timing and scope of early non-clinical publications on newly approved drugs exhibit major variance. Factors potentially associated with such variance are explored in a companion paper","U. Koster, I. Nolte and M. C. Michel",2016,0
1724,Augmentation of behavior therapy with D-cycloserine for obsessive-compulsive disorder,"OBJECTIVE: This study examined whether d-cycloserine, a partial agonist at the N-methyl-D-aspartate (NMDA) glutamatergic receptor, enhances the efficacy of behavior therapy for obsessive-compulsive disorder (OCD). METHOD: A randomized, double-blind, placebo-controlled trial investigating D-cycloserine versus placebo augmentation of behavior therapy was conducted in 23 OCD patients. Patients first underwent a diagnostic interview and pretreatment evaluation, followed by a psychoeducational/treatment planning session. Then they received 10 behavior therapy sessions. Treatment sessions were conducted twice per week. One hour before each of the behavior therapy sessions, the participants received either D-cycloserine, 100 mg, or a placebo. RESULTS: Relative to the placebo group, the D-cycloserine group's OCD symptoms were significantly more improved at mid-treatment, and the D-cycloserine group's depressive symptoms were significantly more improved at posttreatment. CONCLUSIONS: These data provide support for the use of D-cycloserine as an augmentation of behavior therapy for OCD and extend findings in animals and other human disorders suggesting that behavior therapy acts by way of long-term potentiation of glutamatergic pathways and that the effects of behavior therapy are potentiated by an NMDA agonist","S. Wilhelm, U. Buhlmann, D. F. Tolin, S. A. Meunier, G. D. Pearlson, H. E. Reese, P. Cannistraro, M. A. Jenike and S. L. Rauch",2008,0
1725,Aflatoxin-antioxidant effects on growth of young chicks,"Butylated hydroxytoluene (BHT), an antioxidant, was provided to chicks at 8 X, 30 X and 80 X the normal concentrations in their feed beginning at 1 day of age and continuing for the next 6 weeks. The ability of these birds to resist the adverse effects of dietary aflatoxin (3000 ppb, beginning Day 8) was measured by weight gain and feed efficiency over the 6-week period of study. Birds on aflatoxin-contaminated feed did not gain weight as rapidly or as efficiently as birds on uncontaminated feed. Depression of growth caused by aflatoxin was significantly less in birds given BHT than in those fed the diet not containing antioxidant","C. Larsen, M. Ehrich, C. Driscoll and W. B. Gross",1985,0
1726,An RNA synthesis inhibition assay for detecting toxic substances using click chemistry,"Biological risk assessment studies of chemical substances that induce DNA lesions have been primarily based on the action of DNA polymerases during replication. However, DNA lesions interfere not only with replication, but also with transcription. There is no simple method for the detection of the DNA lesion-induced inhibition of transcription. Here, we report an assay for estimating the toxicity of chemical substances by visualizing transcription in mammalian cells using nucleotide analog 5-ethynyluridine (EU) and its click chemistry reaction. Ultraviolet light and representative chemical substances (camptothecin, 4-nitroquinoline-1-oxide, mitomycin C, and cisplatin, but not etoposide) of DNA- damaging agents show toxicity, as indicated by RNA synthesis inhibition in response to DNA damage in HeLa cells. Using titanium dioxide, we observed RNA synthesis inhibition in response to the rutile form, but not the anatase form, indicating that rutile titanium dioxide is a toxic substance. Because this method is based on the transcriptional response to DNA lesions, we can use terminally differentiated neuron-like PC12 cells, the differentiation of which can be induced by nerve growth factors, for evaluating chemical substances. Ultraviolet light and some chemicals (camptothecin, 4-nitroquinoline-1-oxide, mitomycin C, and cisplatin, but not etoposide) inhibited RNA synthesis in non-differentiated PC12 cells. Conversely, camptothecin and cisplatin did not inhibit RNA synthesis in differentiated PC12 cells, but 4-nitroquinoline-1-oxide, mitomycin C, and etoposide did. And using titanium dioxide, we did not observed any RNA synthesis inhibition. These data suggest that this method might be used to estimate the potential risk of chemical substances in differentiated mammalian cells, which are the most common cell type found in the human body","Y. Kametani, S. Iwai and I. Kuraoka",2014,0
1727,"Effects of d-penicillamine and N-acetyl-d, l-penicillamine treatment on distribution of inorganic and chlormerodrin mercury in rats",,B. Kawin and E. E. Winters,1970,0
1728,Pre- and postsynaptic inhibition mediated by GABA(B) receptors in rat ventrolateral periaqueductal gray neurons,"The present study examined the actions of a GABA(B)-receptor agonist, baclofen, on synaptic transmission in rat ventrolateral periaqueductal gray (PAG) neurons of brainstem slices by using whole-cell voltage-clamp recordings. Baclofen (10 microM) induced a slow outward current (peak amplitude: 30.1+/-3.1pA, n=13) at -70mV, which persisted in the presence of tetrodotoxin (0.5 microM) and was diminished in the presence of postsynaptic intracellular K(+)-channel blockers (Cs(+) and TEA) and GDP-beta-S, indicating a direct postsynaptic depression mediated by K(+) channels and G proteins. Baclofen (10 microM) also decreased the frequency of both glutamatergic spontaneous EPSC (by 36+/-7%, n=11) and GABAergic spontaneous IPSC (by 37+/-12%, n=6) without changes in their amplitudes, indicating its presynaptic inhibitions. Taken together, the activation of postsynaptic GABA(B) receptors inhibits ventrolateral PAG neurons directly. At the same time, activating presynaptic GABA(B) receptors on glutamatergic and GABAergic nerve terminals inhibits glutamate and GABA release, respectively. The overall effects might influence an output of ventrolateral PAG neurons that build up the descending pain control system to the spinal dorsal horn","K. Yang, H. Furue, E. Kumamoto, Y. X. Dong and M. Yoshimura",2003,0
1729,Environmental and chemical dissociation of antibody-dependent phagocytosis from lysis mediated by macrophages: stimulation of lysis by sulfhydryl-blocking and esterase-inhibiting agents and depression by trypan blue and trypsin,,P. Ralph and I. Nakoinz,1980,0
1730,Revealing the role of the autonomic nervous system in the development and maintenance of Goldblatt hypertension in rats,"Despite extensive use of the renovascular/Goldblatt model of hypertension-2K-1C, and the use of renal denervation to treat drug resistant hypertensive patients, autonomic mechanisms that underpin the maintenance of this hypertension are important yet remain unclear. Our aim was to analyse cardiovascular autonomic function by power spectral density analysis of both arterial pressure and pulse interval measured continuously by radio telemetry for 6weeks after renal artery clipping. Mean arterial pressure increased from 106+/-5 to 185+/-2mmHg during 5weeks post clipping when it stabilized. A tachycardia developed during the 4th week, which plateaued between weeks 5 and 6. The gain of the cardiac vagal baroreflex decreased immediately after clipping and continued to do so until the 5th week when it plateaued (from -2.4+/-0.09 to -0.8+/-0.04bpm/mmHg; P<0.05). A similar time course of changes in the high frequency power spectral density of the pulse interval was observed (decrease from 13.4+/-0.6 to 8.3+/-0.01ms(2); P<0.05). There was an increase in both the very low frequency and low frequency components of systolic blood pressure that occurred 3 and 4weeks after clipping, respectively. Thus, we show for the first time the temporal profile of autonomic mechanisms underpinning the initiation, development and maintenance of renovascular hypertension including: an immediate depression of cardiac baroreflex gain followed by a delayed cardiac sympathetic predominance; elevated sympathetic vasomotor drive occurring after the initiation of the hypertension but coinciding during its mid-development and maintenance","E. B. Oliveira-Sales, M. A. Toward, R. R. Campos and J. F. Paton",2014,0
1731,Trastuzumab emtansine for the treatment of HER2-positive metastatic breast cancer,"Trastuzumab emtansine is an antibody-drug conjugate comprised of the receptor tyrosine-protein kinase erbB-2 (HER2) antibody trastuzumab, and a derivative of the cytostatic agent maytansinoid DM1, covalently linked by a thiol linker. The drug was developed in an attempt to overcome trastuzumab resistance in patients with HER2-positive breast carcinoma, but it is also of potential use in other HER2-positive cancers. The preclinical antitumor activity of trastuzumab emtansine was established in HER2-positive breast cancer cell lines and murine xenograft models. Preclinically, trastuzumab emtansine was efficacious in HER2-positive cells that were resistant to trastuzumab or lapatinib. Clinically, the drug is well tolerated in most patients, with a predictable pharmacokinetic profile and minimal systemic exposure to free cytotoxic DM1. Unlike with trastuzumab, cardiac toxicity has not been seen in patients receiving trastuzumab emtansine and less adverse events have been reported than with other chemotherapy regimens. Results from a number of phase II studies and early results from a phase III investigation (EMILIA) demonstrated response rates of 25-35% in patients with breast cancer who had previously received trastuzumab. Several phase II and III studies are under way investigating trastuzumab emtansine in combination with other regimens in patients with HER2-positive cancers. Copyright © 2013 Prous Science, S.A.U. or its licensors. All rights reserved",K. Haddley,2013,0
1732,Localization of 5-HT(2A) receptors on dopamine cells in subnuclei of the midbrain A10 cell group,"Considerable evidence suggests that a dysfunction of the dopamine and serotonin (5-hydroxytryptamine or 5-HT) neurotransmitter systems contributes to a diverse range of pathological conditions including schizophrenia, depression and drug abuse. Recent electrophysiological and behavioral studies suggest that 5-HT modulates dopaminergic neurons in the ventral tegmental area via activation of 5-HT(2A) receptors. It is currently unknown if 5-HT(2A) receptors mediate their actions on dopaminergic neurons in the ventral tegmental area via direct or indirect mechanisms. This study investigated whether 5-HT(2A) receptors were localized on dopamine cells within the A10 dopamine subnuclei of the rat, including the ventral tegmental area. We discovered that 5-HT(2A) receptor-like immunoreactivity colocalized with tyrosine hydroxylase, a marker for dopamine neurons, throughout the A10 dopamine cell population. Colocalization was most prominent in rostral and mid A10 regions, including the paranigral, parabrachial, and interfascicular subnuclei. Though more rare, non-dopaminergic neurons also expressed 5-HT(2A) receptor immunoreactivity in the ventral tegmental area. Additionally, although a dense population of 5-HT(2A) immunoreactive cells was observed in the rostral dorsal raphe nucleus, rarely were these cells immunoreactive for tyrosine hydroxylase. The linear raphe A10 dopamine subdivisions also displayed a low degree of 5-HT(2A) receptor and tyrosine hydroxylase colocalization. These findings provide an anatomical basis for the physiological modulation of dopamine neurons in the rostral ventral tegmental area either directly, by 5-HT(2A) receptors localized on dopamine cells, or indirectly, through a non-dopaminergic mechanism. Interestingly, 5-HT(2A) receptors were expressed on dopamine neurons in several A10 subnuclei that project to mesolimbic forebrain regions implicated in drug addiction, and recent evidence indicates that ventral tegmental area 5-HT(2A) receptor activation may modulate reward-related behavior in rodents. 5-HT(2A) receptors were also expressed on dopamine cells in A10 subnuclei that project to forebrain areas that have been implicated in schizophrenia, and atypical antipsychotic drugs have high affinities for 5-HT(2A) receptors. Thus, findings in this study could have important implications for understanding 5-HT and dopamine circuitry dysfunction in schizophrenia","C. Nocjar, B. L. Roth and E. A. Pehek",2002,0
1733,Low osmolality contrast media and metabolic changes in the myocardium during free and reduced coronary flow in the dog,"The authors assessed whether intracoronary injection of low osmolality contrast media induces metabolic and electrocardiographic changes consistent with myocardial ischemia in anesthetized dogs. Ioxaglate and iohexol were injected into the left main coronary artery (eight dogs) and into a carotid-coronary artery shunt (eight dogs), during free coronary flow and during 50% flow reduction. Blood samples were obtained simultaneously from a femoral artery and from a small cardiac vein draining the contrast perfused area. Contrast media had no immediate or late effects on lactate balance during free or reduced flow. Early depression of the ST segment in epicardial ECG did not reflect ischemia. The authors conclude that the two low-osmolality contrast media, iohexol and ioxaglate, did not induce ischemic changes in the myocardium","N. E. Klow, O. Hevroy, E. Mortensen, K. Dale and O. D. Mjos",1990,0
1734,SNAP-29-mediated modulation of synaptic transmission in cultured hippocampal neurons,"Identifying the molecules that regulate both the recycling of synaptic vesicles and the SNARE components required for fusion is critical for elucidating the molecular mechanisms underlying synaptic plasticity. SNAP-29 was initially isolated as a syntaxin-binding and ubiquitously expressed protein. Previous studies have suggested that SNAP-29 inhibits SNARE complex disassembly, thereby reducing synaptic transmission in cultured superior cervical ganglion neurons in an activity-dependent manner. However, the role of SNAP-29 in regulating synaptic vesicle recycling and short-term plasticity in the central nervous system remains unclear. In the present study, we examined the effect of SNAP-29 on synaptic transmission in cultured hippocampal neurons by dual patch clamp whole-cell recording, FM dye imaging, and immunocytochemistry. Our results demonstrated that exogenous expression of SNAP-29 in presynaptic neurons significantly decreased the efficiency of synaptic transmission after repetitive firing within a few minutes under low and moderate frequency stimulations (0.1 and 1 Hz). In contrast, SNAP-29 did not affect the density of synapses and basal synaptic transmission. Whereas neurotransmitter release was unaffected during intensive stimulation, recovery after synaptic depression was impaired by SNAP-29. Furthermore, knockdown of SNAP-29 expression in neurons by small interfering RNA increased the efficiency of synaptic transmission during repetitive firing. These findings suggest that SNAP-29 acts as a negative modulator for neurotransmitter release, probably by slowing recycling of the SNARE-based fusion machinery and synaptic vesicle turnover","P. Y. Pan, Q. Cai, L. Lin, P. H. Lu, S. Duan and Z. H. Sheng",2005,0
1735,Effects of various levels of dietary Artemisia abyssinica leaves on rats,"Artemisia abyssinica leaves, a traditional medicine for the treatment of various disorders, were fed to male Wistar rats at 2% and 10% of the standard diet for 6 weeks. A 2% A. abyssinica leaf diet was not toxic to rats. Depression in growth, hepatopathy and nephropathy were observed in rats fed a diet containing 10% of A. abyssinica leaves. These findings were accompanied by leukopenia, anaemia and alterations of serum aspartate aminotransferase (AST), alanine aminotransferase (ALT) and gamma glutamyl transferase (GGT) activities with changes in concentrations of total protein, albumin, cholesterol and urea","S. E. Adam, A. A. Al-Qarawi and E. A. Elhag",2000,0
1736,[Effect of lithium chloride on the excitability of the subcortical structures of the rabbit brain],"Lithium chloride microinjections in doses of 100 mkg/mkl into the brain structures of rabbits produce a depressive effect on the subcortical formations. The drug brings down the excitability of the hippocampus, caudate nucleus, mesencephalic reticular formations, thalamus and hypothalamus, raising the excitability of the amygdalae","A. S. Saratikov, L. P. Alekseeva, V. P. Agarkova and M. I. Naidenova",1978,0
1737,d-Amphetamine attenuates decreased cerebral glucose utilization after unilateral sensorimotor cortex contusion in rats,"Unilateral contusion injury to the sensorimotor cortex causes, among other symptoms, a transient contralateral hindlimb hemiparesis in rats. A single i.p. 2 mg/kg dose of d-amphetamine (d-AMPH) 24 h after injury accelerates spontaneous recovery from this particular deficit. The mechanism(s) of spontaneous and d-AMPH enhanced recovery are unknown but alleviation of a neuronal depression has been proposed. This quantitative CMRglu study was designed to determine effects of cortical contusion injury and d-AMPH on CMRglu in cortical and subcortical structures. At 2 days after injury, CMRglu was significantly reduced compared to sham-operated controls only in structures ipsilateral to contusion. Affected structures included the caudate putamen, medial geniculate nucleus, lateral geniculate nucleus and the parietal cortex immediately posterior to injury. By 6 days post-contusion, the hypometabolism partially reversed in all structures. A single low dose of d-AMPH significantly alleviated the post-traumatic CMRglu reduction at 2 days after injury. Importantly, while this alleviation was not significant for any single structure, the main effect of treatment was highly significant. d-AMPH increased CMRglu at 2 days post-injury by 18-33% compared to contused/saline-treated rats. These results suggest that alleviation of neuronal metabolic depression may contribute to spontaneous and d-AMPH enhanced recovery","S. A. Queen, M. J. Chen and D. M. Feeney",1997,0
1738,Intracellular Ca(2+) thresholds for induction of excitatory long-term depression and inhibitory long-term potentiation in a cerebellar Purkinje neuron,"Synaptic plasticity in the cerebellar cortex contributes to motor learning. In particular, long-term depression at excitatory parallel fiber - Purkinje neuron synapses has been intensively studied as a primary cellular mechanism for motor learning. Recent studies showed that synaptic plasticity other than long-term depression such as long-term potentiation at inhibitory interneuron - Purkinje neuron synapses called rebound potentiation is also involved in motor learning. It was suggested that long-term depression and rebound potentiation might synergistically support motor learning. Here, we have examined induction conditions of long-term depression and rebound potentiation in cultured rat Purkinje neurons, and found that both of them were induced simultaneously by certain patterns of depolarization of a Purkinje neuron. Further, we found that long-term depression was induced by shorter depolarizing pulses causing a smaller intracellular Ca(2+) increase than rebound potentiation. These results support an idea that long-term depression and rebound potentiation synergistically contribute to motor learning, and suggest that long-term depression may play a primary role in wider variety of motor learning paradigms than rebound potentiation",Y. Nakamura and T. Hirano,2016,0
1739,Comprehensive analysis of gene expression profiles regulated by fosB gene in brain,"fosB gene produces two transcripts, fosB and DELTAfosB mRNAs by alternative splicing, thus encoding multiple subunits of AP-1 (activator protein-1) transcription factors. DELTAFosB andDELTA2DELTAFosB proteins lack the C-terminal 101- amino-acid region of FosB protein encoded by the fosB mRNA. Because the region contains the motifs responsible for the interaction with TATA-box binding protein (TBP) and TFIID complex and also for the repression of c-fos and fosB promoters, it is likely that the fosB gene products, FosB, DELTAFosB and DELTA2DELTAFosB may differentially modulate the expression of various AP-1 targets. The basal expression of fosB is detected in throughout brain, especially cerebral cortex and hippocampus, and is highly inducible upon various brain stimuli. We recently found that fosB-knockout (KO) mice exhibit depressive behavior and epilepsy, while fosBd/d mutant mice expressing only theDELTAfosB mRNA exhibit increased locomotor activity. In the present study, we prepared primary neurons, astrocytes and microglia from wild-type cortex and hippocampus and compared the expression levels of fosB andDELTAfosB mRNAs. We found that expression levels of fosB and DELTAfosB mRNAs vary according to types of cells or brain regions, and especially those in cortical neurons are twenty times higher than those in hippocampal neurons. In addition, the ratio of fosB and DELTAfosB mRNAs also varies according to types of cells. We therefore expect that fosB gene products regulate gene expression in cell type-dependent manner. We then compared gene expression profiles in wild-type, fosB-KO and fosBd/d mutant microglia by microarray analysis. Eight genes exhibit significantly different expression levels more than 1.5 fold among the three samples, and 5 of them are likely to be regulated only by FosB. We also found that one gene among the eight genes is likely to be repressed and the other may be partly activated by DELTAFosB or DELTA2DELTAFosB","H. Nomaru, Y. N. Ohnishi, M. Hokama, N. Yutsudo and Y. Nakabeppu",2011,0
1740,Selective kappa opioid agonist for spinal analgesia without the risk of respiratory depression,"The effects of the selective kappa agonist, U-50,488H, on the motor response to noxious mechanical stimulation when administered intrathecally, as well as on respiratory rate and PaCO2 when administered by intracerebroventricular injection, were compared with those of morphine in experiments on rats. The agonist U-50,488H caused a dose-dependent increase in the threshold to noxious stimulation but did not have a potential for depression of resting ventilation. The results suggest that selective kappa opioid agonists may be suitable for clinical spinal (epidural) analgesia without the associated risk of respiratory depression","R. Castillo, I. Kissin and E. L. Bradley",1986,0
1741,"Influence of yohimbine on xylazine-induced depression of central nervous, gastrointestinal and cardiovascular function in the calf","The antagonistic effect of yohimbine HCl (0.25 mg/kg IV), and alpha 2-adrenergic antagonist, on xylazine (0.05 mg/kg IV)-induced depression of central nervous and cardiovascular activity and rumen motility was studied in post-weaning calves. Yohimbine, administered 3 min post-xylazine, significantly decreased the duration of rumen amotility (38.3 +/- 4.2 min versus 14.0 +/- 2.2 min). Sedation, however, as monitored by the duration of fetlock knuckling in calves suspended in a body sling, was not shortened by yohimbine treatment. Yohimbine alone produced a significant tachycardia and led to a reduction of the duration of xylazine-induced bradycardia. Our data indicate that yohimbine produces a significant reversal of xylazine-induced rumen hypomotility at dosage levels that are without effect on sedation induced by this drug",C. L. Guard and W. S. Schwark,1984,0
1742,Fish Consumption Moderates Depressive Symptomatology in Elderly Men and Women from the IKARIA Study,"Background. The aim was to examine the association of depressive symptoms with fish eating habits, in elderly individuals. Methods. From June to October of 2009, we studied 330 men and 343 women, aged 65 to 100 years, permanent inhabitants of Ikaria Island. Among several characteristics, depression was assessed with the Geriatric Depression scale (GDS range 0-15), while dietary habits through a valid semiquantitative food frequency questionnaire. Results. Women had significantly higher values of the GDS compared to men (4.8 +/- 3.5 versus 3.3 +/- 3.1, P = .001). Participants in the upper tertile of depression scale ate less frequent fish and consumed higher quantities of alcohol, compared to those in the lowest tertile (all P < .05). Regarding fish consumption, 50% of the individuals reported consuming 1-2 times weekly, 32% 3 to 5 times weekly, 11% 2-3 times monthly, while the rest reported rare (4.5%) and everyday (1.2%) consumption. Logistic regression showed that increased fish consumption (>3 times/week versus never/rare) was inversely associated with the odds of having GDS greater the median value (i.e., 4) (odds ratio = 0.34, 95% CI: 0.19, 0.61), after controlling for several cofounders. Conclusion. Frequent fish consumption in elderly seems to moderate depression mood","C. Chrysohoou, G. Tsitsinakis, G. Siassos, T. Psaltopoulou, N. Galiatsatos, V. Metaxa, G. Lazaros, A. Miliou, E. Giakoumi, C. Mylonakis, M. Zaromytidou, E. Economou, G. Triantafyllou, C. Pitsavos and C. Stefanadis",2011,0
1743,The inhibition of long-term potentiation in the rat dentate gyrus by pro-inflammatory cytokines is attenuated in the presence of nicotine,"Nicotine has previously been shown to affect both long-term potentiation (LTP) and long-term depression and to reverse age-related impairments of LTP in the hippocampus. Levels of proinflammatory cytokines are known to be elevated with age and to inhibit LTP. In the present study we have investigated the effects of three pro-inflammatory cytokines on nicotine-enhanced LTP in the rat hippocampus in vitro. In the presence of nicotine the inhibitory effect of interleukin-1 beta, interleukin-18 and tumour necrosis factor-alpha on LTP was eliminated. Furthermore, significant depotentiation of established LTP could not be obtained in slices treated with nicotine. These experiments demonstrate that nicotine can reverse the inhibitory effects of pro-inflammatory cytokines on LTP",B. P. Curran and J. J. O'Connor,2003,0
1744,Platelet aggregation inhibitors. VIII. 2-Thioadenine derivatives,,"K. Kikugawa, H. Suehiro and A. Aoki",1977,0
1745,Mass spectrometry imaging of amino neurotransmitters: a comparison of derivatization methods and application in mouse brain tissue,"The detection of small polar compounds such as amino neurotransmitters by MALDI mass spectrometry imaging has been hindered by low-detection sensitivity and background interferences. Recently, several of on-tissue chemical derivatization strategies have been independently reported that enable their detection. Here, we present a comparison between these methods, and demonstrate the visualization of the distributions of up to 23 amino metabolites in tissue. We applied this methodology to detect alterations of these compounds after inducing an experimental cortical spreading depression in mouse brain, which causes profound transient alterations in key neurotransmitters in one hemisphere and is relevant for migraine and various other neurological disorders","C. Esteve, E. A. Tolner, R. Shyti, A. M. van den Maagdenberg and L. A. McDonnell",2016,0
1746,Repetitive concentric wave-ring spread of oligemia/hyperemia in the sensorimotor cortex accompanying K(+)-induced spreading depression in rats and cats,"Vascular changes accompanying spreading depression (SD) remain controversial. We examined dynamic alterations of local cerebral blood volume (CBV) during SD by observing light transmission at an isosbestic point of hemoglobin (550 nm) in seven rats and five cats under alpha-chloralose/urethane anesthesia. The two species were used for comparison between the lissencephalic and gyrencephalic brains. We found that a concentrated K(+) solution microinjected into the sensorimotor cortex provoked CBV changes that appeared as a repetitive propagation of concentric wave-rings of ischemia followed by hyperemia expanding peripherally from the injection site at speeds of 1.9-3.2 mm/min. The dynamic CBV changes continued repeatedly every 1-5 min for more than 30 min in three rats, ceased within 30 min in three rats and remained at the site of K(+) injection in one rat. Similar repeated CBV changes occurred in two out of five cats","Y. Tomita, M. Tomita, I. Schiszler, T. Amano, N. Tanahashi, M. Kobari, H. Takeda, M. Ohtomo and Y. Fukuuchi",2002,0
1747,[Prevention of atherogenic dislipoproteinemias and metabolic disorders in the liver in emotional-pain stress],"Atherogenous dislipoproteinemia, involving a decrease in HDL cholesterol and 3-4-fold increase in the atherogeneity index was found to develop in rats after emotional-pain-dependent stress. Lipid peroxidation was activated in liver tissue of the animals, which was expressed as an increase in the MDA content, a decrease in SOD activity and as marked activation of fructose I-phosphate aldolase, an enzyme specific for liver tissue, in blood serum. The impairment of liver tissue caused an inhibition of 7 alpha-cholesterol hydroxylase--key enzyme of cholesterol hydroxylation into bile acids; the phenomenon may be of importance in development of dislipoproteinemias. Preadaptation of the animals to moderate hypoxia as well as administration of an antioxidant ionol prevented the activation of lipid peroxidation in liver tissue, liberation of fructose I-phosphate aldolase into blood, depression of 7 alpha-cholesterol hydroxylase and protected against the stress-dependent atherogenous dislipoproteinemia. Possible chemical and adaptational protection of liver, which is a very stress-sensitive tissue, is discussed","F. Z. Meerson, V. P. Tverdokhlib and A. A. Nikonorov",1988,0
1748,Plasticity in serotonin control mechanisms in the gut,"5-hydroxytryptamine (5-HT or serotonin) is a charged molecule and must be transported across biological membranes. Enzymes that catabolize 5-HT are all intracellular; therefore, 5-HT inactivation requires a high affinity transporter, known as serotonin transporter (SERT or 5-HTT). In the central and enteric nervous systems, SERT is located in serotonergic neurons; however, these neurons are not present in the gastrointestinal mucosa, where 5-HT initiates peristaltic and secretory reflexes. Instead, SERT is expressed by enterocytes. The severity of gastrointestinal effects caused by drugs that inhibit SERT, such as tricyclic antidepressants, selective serotonin reuptake inhibitors and cocaine, does not usually prevent their therapeutic or recreational use because backup transporters and alterations in receptor gene expression allow the gut to adapt, albeit imperfectly, to their toxicity",M. D. Gershon,2003,0
1749,Dopamine enhancement and depression of glutamate-regulated calcium and electrical activity in hypothalamic neurons,"1. The neurotransmitter dopamine is found throughout the hypothalamus both in cell bodies and in axons originating from intra- and extrahypothalamic sources. To study the mechanisms of action of dopamine on cultured rat hypothalamic neurons, particularly in relation to Ca2+ regulation, we used Ca2+ digital imaging with fura-2 and whole cell patch-clamp recording. We focused on the modulatory actions of dopamine on glutamate. 2. Dopamine administration had little or no independent effect on intracellular Ca2+. However, in the presence of tetrodotoxin to block action potentials and action-potential-dependent transmitter release, dopamine (10 microM for 2-3 min) caused an increase in glutamate-evoked Ca2+ rises in 22% of 64 neurons and depressed glutamate-evoked Ca2+ rises in an equal number of neurons. Shorter exposure to dopamine reduced the number of responding cells. 3. Dopamine application to neurons with an elevated Ca2+ due to synaptic release of glutamate (in the absence of tetrodotoxin) generally caused a decrease in Ca2+ levels (40% of 106 neurons), but sometimes increased cytosolic Ca2+ (10% of 106 neurons). That dopamine influenced cells differently in conditions of spontaneous activity compared with evoked activity may be due to dopamine effects on presynaptic receptors detected under conditions of ongoing synaptic release of glutamate. 4. Dopamine modulation of glutamate responses was detected at early stages of neuronal development (embryonic day 18 after 2 days in vitro) and also after 60 days in vitro. 5. The D1, D2, and D3 dopamine receptor agonists SKF38393, quinpirole, and 7-OH-DPAT (+/- 7 hydroxy-dipropylaminotetralin) caused a reduction in Ca2+ levels raised by endogenous glutamate release or evoked by exogenous glutamate application. 6. To block the actions of dopamine released by hypothalamic neurons, D1 and D2 dopamine receptor antagonists were used. As with dopamine, dopamine antagonists had no effect on intracellular Ca2+ during glutamate receptor blockade. In the absence of glutamate receptor block, the D1 antagonist SCH23390 (1 microM) reduced Ca2+ in responding cells; in contrast, the D2 antagonist eticlopride (1 microM) generated a delayed increase in Ca2+ levels. 7. Dopamine is known to activate second messengers through G proteins independent of changes in membrane potential or input resistance. Whole cell recording was used to demonstrate that, parallel to the modulation of Ca2+, dopamine exerted a dramatic change in glutamate-mediated electrical activity, generally depressing activity and hyperpolarizing the membrane potential (8 of 15 neurons). In a smaller number of neurons (5 of 15), dopamine enhanced glutamate-mediated excitatory activity. 8. Dopamine-evoked changes in membrane potential were in part mediated through modulation of glutamate actions. Dopamine depressed glutamate-evoked currents in a dose-dependent fashion, with Hill slopes in individual neurons ranging from 0.3 to 0.6. Dopamine could also evoke a direct hyperpolarizing action on hypothalamic neurons in the presence of tetrodotoxin or glutamate receptor blockers, at least in part by opening K+ channels. 9. Glutamate plays an important role as a primary excitatory transmitter within the hypothalamus. Our data support the hypothesis that a major mechanism of dopamine's influence on hypothalamic neurons involves the modulation of glutamate's excitatory action, mostly by inhibition. This is consistent with the hypothesis that modulation of glutamate activity may be an important mechanism of dopamine action throughout the nervous system","A. N. van den Pol, V. Cao and A. B. Belousov",1996,0
